Channel,Time,Value,Bout_Length
data_25,2024-02-27 01:44:00,1,5.0
data_25,2024-02-27 01:49:00,0,48.0
data_25,2024-02-27 02:37:00,1,5.0
data_25,2024-02-27 02:42:00,0,9.0
data_25,2024-02-27 02:51:00,1,6.0
data_25,2024-02-27 02:57:00,0,58.0
data_25,2024-02-27 03:55:00,1,7.0
data_25,2024-02-27 04:02:00,0,1.0
data_25,2024-02-27 04:03:00,1,7.0
data_25,2024-02-27 04:10:00,0,11.0
data_25,2024-02-27 04:21:00,1,33.0
data_25,2024-02-27 04:54:00,0,12.0
data_25,2024-02-27 05:06:00,1,19.0
data_25,2024-02-27 05:25:00,0,6.0
data_25,2024-02-27 05:31:00,1,9.0
data_25,2024-02-27 05:40:00,0,10.0
data_25,2024-02-27 05:50:00,1,367.0
data_25,2024-02-27 11:57:00,0,2.0
data_25,2024-02-27 11:59:00,1,16.0
data_25,2024-02-27 12:15:00,0,13.0
data_25,2024-02-27 12:28:00,1,155.0
data_25,2024-02-27 15:03:00,0,18.0
data_25,2024-02-27 15:21:00,1,196.0
data_25,2024-02-27 18:37:00,0,14.0
data_25,2024-02-27 18:51:00,1,5.0
data_25,2024-02-27 18:56:00,0,36.0
data_25,2024-02-27 19:32:00,1,10.0
data_25,2024-02-27 19:42:00,0,29.0
data_25,2024-02-27 20:11:00,1,5.0
data_25,2024-02-27 20:16:00,0,1.0
data_25,2024-02-27 20:17:00,1,5.0
data_25,2024-02-27 20:22:00,0,54.0
data_25,2024-02-27 21:16:00,1,6.0
data_25,2024-02-27 21:22:00,0,12.0
data_25,2024-02-27 21:34:00,1,25.0
data_25,2024-02-27 21:59:00,0,1.0
data_25,2024-02-27 22:00:00,1,12.0
data_25,2024-02-27 22:12:00,0,35.0
data_25,2024-02-27 22:47:00,1,7.0
data_25,2024-02-27 22:54:00,0,1.0
data_25,2024-02-27 22:55:00,1,6.0
data_25,2024-02-27 23:01:00,0,14.0
data_25,2024-02-27 23:15:00,1,9.0
data_25,2024-02-27 23:24:00,0,8.0
data_25,2024-02-27 23:32:00,1,6.0
data_25,2024-02-27 23:38:00,0,16.0
data_25,2024-02-27 23:54:00,1,5.0
data_27,2024-02-24 00:00:00,0,3.0
data_27,2024-02-24 00:03:00,1,13.0
data_27,2024-02-24 00:16:00,0,1.0
data_27,2024-02-24 00:17:00,1,11.0
data_27,2024-02-24 00:28:00,0,5.0
data_27,2024-02-24 00:33:00,1,9.0
data_27,2024-02-24 00:42:00,0,14.0
data_27,2024-02-24 00:56:00,1,10.0
data_27,2024-02-24 01:06:00,0,3.0
data_27,2024-02-24 01:09:00,1,15.0
data_27,2024-02-24 01:24:00,0,4.0
data_27,2024-02-24 01:28:00,1,18.0
data_27,2024-02-24 01:46:00,0,1.0
data_27,2024-02-24 01:47:00,1,7.0
data_27,2024-02-24 01:54:00,0,19.0
data_27,2024-02-24 02:13:00,1,12.0
data_27,2024-02-24 02:25:00,0,18.0
data_27,2024-02-24 02:43:00,1,13.0
data_27,2024-02-24 02:56:00,0,4.0
data_27,2024-02-24 03:00:00,1,528.0
data_27,2024-02-24 11:48:00,0,1.0
data_27,2024-02-24 11:49:00,1,31.0
data_27,2024-02-24 12:20:00,0,3.0
data_27,2024-02-24 12:23:00,1,59.0
data_27,2024-02-24 13:22:00,0,4.0
data_27,2024-02-24 13:26:00,1,7.0
data_27,2024-02-24 13:33:00,0,1.0
data_27,2024-02-24 13:34:00,1,20.0
data_27,2024-02-24 13:54:00,0,7.0
data_27,2024-02-24 14:01:00,1,16.0
data_27,2024-02-24 14:17:00,0,3.0
data_27,2024-02-24 14:20:00,1,14.0
data_27,2024-02-24 14:34:00,0,9.0
data_27,2024-02-24 14:43:00,1,39.0
data_27,2024-02-24 15:22:00,0,3.0
data_27,2024-02-24 15:25:00,1,9.0
data_27,2024-02-24 15:34:00,0,2.0
data_27,2024-02-24 15:36:00,1,29.0
data_27,2024-02-24 16:05:00,0,2.0
data_27,2024-02-24 16:07:00,1,78.0
data_27,2024-02-24 17:25:00,0,1.0
data_27,2024-02-24 17:26:00,1,61.0
data_27,2024-02-24 18:27:00,0,27.0
data_27,2024-02-24 18:54:00,1,5.0
data_27,2024-02-24 18:59:00,0,5.0
data_27,2024-02-24 19:04:00,1,5.0
data_27,2024-02-24 19:09:00,0,4.0
data_27,2024-02-24 19:13:00,1,5.0
data_27,2024-02-24 19:18:00,0,28.0
data_27,2024-02-24 19:46:00,1,17.0
data_27,2024-02-24 20:03:00,0,12.0
data_27,2024-02-24 20:15:00,1,10.0
data_27,2024-02-24 20:25:00,0,18.0
data_27,2024-02-24 20:43:00,1,10.0
data_27,2024-02-24 20:53:00,0,4.0
data_27,2024-02-24 20:57:00,1,5.0
data_27,2024-02-24 21:02:00,0,8.0
data_27,2024-02-24 21:10:00,1,6.0
data_27,2024-02-24 21:16:00,0,1.0
data_27,2024-02-24 21:17:00,1,6.0
data_27,2024-02-24 21:23:00,0,94.0
data_27,2024-02-24 22:57:00,1,12.0
data_27,2024-02-24 23:09:00,0,4.0
data_27,2024-02-24 23:13:00,1,12.0
data_27,2024-02-24 23:25:00,0,3.0
data_27,2024-02-24 23:28:00,1,5.0
data_27,2024-02-24 23:33:00,0,79.0
data_27,2024-02-25 00:52:00,1,10.0
data_27,2024-02-25 01:02:00,0,12.0
data_27,2024-02-25 01:14:00,1,5.0
data_27,2024-02-25 01:19:00,0,18.0
data_27,2024-02-25 01:37:00,1,8.0
data_27,2024-02-25 01:45:00,0,8.0
data_27,2024-02-25 01:53:00,1,5.0
data_27,2024-02-25 01:58:00,0,24.0
data_27,2024-02-25 02:22:00,1,8.0
data_27,2024-02-25 02:30:00,0,13.0
data_27,2024-02-25 02:43:00,1,6.0
data_27,2024-02-25 02:49:00,0,23.0
data_27,2024-02-25 03:12:00,1,22.0
data_27,2024-02-25 03:34:00,0,48.0
data_27,2024-02-25 04:22:00,1,6.0
data_27,2024-02-25 04:28:00,0,3.0
data_27,2024-02-25 04:31:00,1,5.0
data_27,2024-02-25 04:36:00,0,22.0
data_27,2024-02-25 04:58:00,1,14.0
data_27,2024-02-25 05:12:00,0,18.0
data_27,2024-02-25 05:30:00,1,300.0
data_27,2024-02-25 10:30:00,0,2.0
data_27,2024-02-25 10:32:00,1,9.0
data_27,2024-02-25 10:41:00,0,6.0
data_27,2024-02-25 10:47:00,1,31.0
data_27,2024-02-25 11:18:00,0,1.0
data_27,2024-02-25 11:19:00,1,42.0
data_27,2024-02-25 12:01:00,0,1.0
data_27,2024-02-25 12:02:00,1,13.0
data_27,2024-02-25 12:15:00,0,1.0
data_27,2024-02-25 12:16:00,1,22.0
data_27,2024-02-25 12:38:00,0,2.0
data_27,2024-02-25 12:40:00,1,7.0
data_27,2024-02-25 12:47:00,0,3.0
data_27,2024-02-25 12:50:00,1,23.0
data_27,2024-02-25 13:13:00,0,2.0
data_27,2024-02-25 13:15:00,1,37.0
data_27,2024-02-25 13:52:00,0,2.0
data_27,2024-02-25 13:54:00,1,12.0
data_27,2024-02-25 14:06:00,0,6.0
data_27,2024-02-25 14:12:00,1,48.0
data_27,2024-02-25 15:00:00,0,5.0
data_27,2024-02-25 15:05:00,1,8.0
data_27,2024-02-25 15:13:00,0,1.0
data_27,2024-02-25 15:14:00,1,20.0
data_27,2024-02-25 15:34:00,0,30.0
data_27,2024-02-25 16:04:00,1,15.0
data_27,2024-02-25 16:19:00,0,15.0
data_27,2024-02-25 16:34:00,1,22.0
data_27,2024-02-25 16:56:00,0,5.0
data_27,2024-02-25 17:01:00,1,87.0
data_27,2024-02-25 18:28:00,0,244.0
data_27,2024-02-25 22:32:00,1,36.0
data_27,2024-02-25 23:08:00,0,153.0
data_27,2024-02-26 01:41:00,1,11.0
data_27,2024-02-26 01:52:00,0,19.0
data_27,2024-02-26 02:11:00,1,18.0
data_27,2024-02-26 02:29:00,0,1.0
data_27,2024-02-26 02:30:00,1,5.0
data_27,2024-02-26 02:35:00,0,52.0
data_27,2024-02-26 03:27:00,1,19.0
data_27,2024-02-26 03:46:00,0,4.0
data_27,2024-02-26 03:50:00,1,6.0
data_27,2024-02-26 03:56:00,0,4.0
data_27,2024-02-26 04:00:00,1,5.0
data_27,2024-02-26 04:05:00,0,1.0
data_27,2024-02-26 04:06:00,1,12.0
data_27,2024-02-26 04:18:00,0,5.0
data_27,2024-02-26 04:23:00,1,37.0
data_27,2024-02-26 05:00:00,0,7.0
data_27,2024-02-26 05:07:00,1,6.0
data_27,2024-02-26 05:13:00,0,23.0
data_27,2024-02-26 05:36:00,1,10.0
data_27,2024-02-26 05:46:00,0,2.0
data_27,2024-02-26 05:48:00,1,6.0
data_27,2024-02-26 05:54:00,0,1.0
data_27,2024-02-26 05:55:00,1,235.0
data_27,2024-02-26 09:50:00,0,6.0
data_27,2024-02-26 09:56:00,1,13.0
data_27,2024-02-26 10:09:00,0,3.0
data_27,2024-02-26 10:12:00,1,6.0
data_27,2024-02-26 10:18:00,0,2.0
data_27,2024-02-26 10:20:00,1,11.0
data_27,2024-02-26 10:31:00,0,1.0
data_27,2024-02-26 10:32:00,1,27.0
data_27,2024-02-26 10:59:00,0,4.0
data_27,2024-02-26 11:03:00,1,22.0
data_27,2024-02-26 11:25:00,0,12.0
data_27,2024-02-26 11:37:00,1,13.0
data_27,2024-02-26 11:50:00,0,2.0
data_27,2024-02-26 11:52:00,1,45.0
data_27,2024-02-26 12:37:00,0,5.0
data_27,2024-02-26 12:42:00,1,6.0
data_27,2024-02-26 12:48:00,0,42.0
data_27,2024-02-26 13:30:00,1,61.0
data_27,2024-02-26 14:31:00,0,3.0
data_27,2024-02-26 14:34:00,1,6.0
data_27,2024-02-26 14:40:00,0,16.0
data_27,2024-02-26 14:56:00,1,14.0
data_27,2024-02-26 15:10:00,0,15.0
data_27,2024-02-26 15:25:00,1,29.0
data_27,2024-02-26 15:54:00,0,4.0
data_27,2024-02-26 15:58:00,1,20.0
data_27,2024-02-26 16:18:00,0,5.0
data_27,2024-02-26 16:23:00,1,5.0
data_27,2024-02-26 16:28:00,0,4.0
data_27,2024-02-26 16:32:00,1,7.0
data_27,2024-02-26 16:39:00,0,4.0
data_27,2024-02-26 16:43:00,1,118.0
data_27,2024-02-26 18:41:00,0,15.0
data_27,2024-02-26 18:56:00,1,18.0
data_27,2024-02-26 19:14:00,0,79.0
data_27,2024-02-26 20:33:00,1,5.0
data_27,2024-02-26 20:38:00,0,16.0
data_27,2024-02-26 20:54:00,1,18.0
data_27,2024-02-26 21:12:00,0,10.0
data_27,2024-02-26 21:22:00,1,5.0
data_27,2024-02-26 21:27:00,0,110.0
data_27,2024-02-26 23:17:00,1,18.0
data_27,2024-02-26 23:35:00,0,70.0
data_27,2024-02-27 00:45:00,1,6.0
data_27,2024-02-27 00:51:00,0,4.0
data_27,2024-02-27 00:55:00,1,17.0
data_27,2024-02-27 01:12:00,0,50.0
data_27,2024-02-27 02:02:00,1,20.0
data_27,2024-02-27 02:22:00,0,46.0
data_27,2024-02-27 03:08:00,1,14.0
data_27,2024-02-27 03:22:00,0,6.0
data_27,2024-02-27 03:28:00,1,8.0
data_27,2024-02-27 03:36:00,0,52.0
data_27,2024-02-27 04:28:00,1,5.0
data_27,2024-02-27 04:33:00,0,4.0
data_27,2024-02-27 04:37:00,1,8.0
data_27,2024-02-27 04:45:00,0,13.0
data_27,2024-02-27 04:58:00,1,7.0
data_27,2024-02-27 05:05:00,0,38.0
data_27,2024-02-27 05:43:00,1,9.0
data_27,2024-02-27 05:52:00,0,5.0
data_27,2024-02-27 05:57:00,1,290.0
data_27,2024-02-27 10:47:00,0,3.0
data_27,2024-02-27 10:50:00,1,7.0
data_27,2024-02-27 10:57:00,0,4.0
data_27,2024-02-27 11:01:00,1,15.0
data_27,2024-02-27 11:16:00,0,6.0
data_27,2024-02-27 11:22:00,1,11.0
data_27,2024-02-27 11:33:00,0,1.0
data_27,2024-02-27 11:34:00,1,8.0
data_27,2024-02-27 11:42:00,0,2.0
data_27,2024-02-27 11:44:00,1,10.0
data_27,2024-02-27 11:54:00,0,7.0
data_27,2024-02-27 12:01:00,1,21.0
data_27,2024-02-27 12:22:00,0,14.0
data_27,2024-02-27 12:36:00,1,27.0
data_27,2024-02-27 13:03:00,0,8.0
data_27,2024-02-27 13:11:00,1,26.0
data_27,2024-02-27 13:37:00,0,3.0
data_27,2024-02-27 13:40:00,1,6.0
data_27,2024-02-27 13:46:00,0,1.0
data_27,2024-02-27 13:47:00,1,26.0
data_27,2024-02-27 14:13:00,0,5.0
data_27,2024-02-27 14:18:00,1,13.0
data_27,2024-02-27 14:31:00,0,4.0
data_27,2024-02-27 14:35:00,1,11.0
data_27,2024-02-27 14:46:00,0,3.0
data_27,2024-02-27 14:49:00,1,5.0
data_27,2024-02-27 14:54:00,0,3.0
data_27,2024-02-27 14:57:00,1,20.0
data_27,2024-02-27 15:17:00,0,2.0
data_27,2024-02-27 15:19:00,1,194.0
data_27,2024-02-27 18:33:00,0,3.0
data_27,2024-02-27 18:36:00,1,10.0
data_27,2024-02-27 18:46:00,0,3.0
data_27,2024-02-27 18:49:00,1,6.0
data_27,2024-02-27 18:55:00,0,58.0
data_27,2024-02-27 19:53:00,1,5.0
data_27,2024-02-27 19:58:00,0,6.0
data_27,2024-02-27 20:04:00,1,11.0
data_27,2024-02-27 20:15:00,0,6.0
data_27,2024-02-27 20:21:00,1,5.0
data_27,2024-02-27 20:26:00,0,24.0
data_27,2024-02-27 20:50:00,1,12.0
data_27,2024-02-27 21:02:00,0,67.0
data_27,2024-02-27 22:09:00,1,5.0
data_27,2024-02-27 22:14:00,0,6.0
data_27,2024-02-27 22:20:00,1,20.0
data_27,2024-02-27 22:40:00,0,43.0
data_27,2024-02-27 23:23:00,1,5.0
data_28,2024-02-24 00:00:00,0,9.0
data_28,2024-02-24 00:09:00,1,6.0
data_28,2024-02-24 00:15:00,0,70.0
data_28,2024-02-24 01:25:00,1,10.0
data_28,2024-02-24 01:35:00,0,1.0
data_28,2024-02-24 01:36:00,1,11.0
data_28,2024-02-24 01:47:00,0,35.0
data_28,2024-02-24 02:22:00,1,6.0
data_28,2024-02-24 02:28:00,0,4.0
data_28,2024-02-24 02:32:00,1,45.0
data_28,2024-02-24 03:17:00,0,8.0
data_28,2024-02-24 03:25:00,1,39.0
data_28,2024-02-24 04:04:00,0,5.0
data_28,2024-02-24 04:09:00,1,15.0
data_28,2024-02-24 04:24:00,0,11.0
data_28,2024-02-24 04:35:00,1,25.0
data_28,2024-02-24 05:00:00,0,3.0
data_28,2024-02-24 05:03:00,1,13.0
data_28,2024-02-24 05:16:00,0,5.0
data_28,2024-02-24 05:21:00,1,5.0
data_28,2024-02-24 05:26:00,0,4.0
data_28,2024-02-24 05:30:00,1,528.0
data_28,2024-02-24 14:18:00,0,1.0
data_28,2024-02-24 14:19:00,1,252.0
data_28,2024-02-24 18:31:00,0,1.0
data_28,2024-02-24 18:32:00,1,23.0
data_28,2024-02-24 18:55:00,0,10.0
data_28,2024-02-24 19:05:00,1,8.0
data_28,2024-02-24 19:13:00,0,12.0
data_28,2024-02-24 19:25:00,1,26.0
data_28,2024-02-24 19:51:00,0,3.0
data_28,2024-02-24 19:54:00,1,33.0
data_28,2024-02-24 20:27:00,0,41.0
data_28,2024-02-24 21:08:00,1,10.0
data_28,2024-02-24 21:18:00,0,1.0
data_28,2024-02-24 21:19:00,1,15.0
data_28,2024-02-24 21:34:00,0,43.0
data_28,2024-02-24 22:17:00,1,14.0
data_28,2024-02-24 22:31:00,0,44.0
data_28,2024-02-24 23:15:00,1,6.0
data_28,2024-02-24 23:21:00,0,4.0
data_28,2024-02-24 23:25:00,1,9.0
data_28,2024-02-24 23:34:00,0,39.0
data_28,2024-02-25 00:13:00,1,11.0
data_28,2024-02-25 00:24:00,0,73.0
data_28,2024-02-25 01:37:00,1,21.0
data_28,2024-02-25 01:58:00,0,7.0
data_28,2024-02-25 02:05:00,1,19.0
data_28,2024-02-25 02:24:00,0,17.0
data_28,2024-02-25 02:41:00,1,24.0
data_28,2024-02-25 03:05:00,0,30.0
data_28,2024-02-25 03:35:00,1,60.0
data_28,2024-02-25 04:35:00,0,6.0
data_28,2024-02-25 04:41:00,1,64.0
data_28,2024-02-25 05:45:00,0,2.0
data_28,2024-02-25 05:47:00,1,9.0
data_28,2024-02-25 05:56:00,0,1.0
data_28,2024-02-25 05:57:00,1,768.0
data_28,2024-02-25 18:45:00,0,11.0
data_28,2024-02-25 18:56:00,1,27.0
data_28,2024-02-25 19:23:00,0,40.0
data_28,2024-02-25 20:03:00,1,21.0
data_28,2024-02-25 20:24:00,0,31.0
data_28,2024-02-25 20:55:00,1,5.0
data_28,2024-02-25 21:00:00,0,15.0
data_28,2024-02-25 21:15:00,1,23.0
data_28,2024-02-25 21:38:00,0,37.0
data_28,2024-02-25 22:15:00,1,5.0
data_28,2024-02-25 22:20:00,0,22.0
data_28,2024-02-25 22:42:00,1,24.0
data_28,2024-02-25 23:06:00,0,19.0
data_28,2024-02-25 23:25:00,1,20.0
data_28,2024-02-25 23:45:00,0,70.0
data_28,2024-02-26 00:55:00,1,20.0
data_28,2024-02-26 01:15:00,0,2.0
data_28,2024-02-26 01:17:00,1,18.0
data_28,2024-02-26 01:35:00,0,29.0
data_28,2024-02-26 02:04:00,1,5.0
data_28,2024-02-26 02:09:00,0,1.0
data_28,2024-02-26 02:10:00,1,5.0
data_28,2024-02-26 02:15:00,0,5.0
data_28,2024-02-26 02:20:00,1,16.0
data_28,2024-02-26 02:36:00,0,1.0
data_28,2024-02-26 02:37:00,1,8.0
data_28,2024-02-26 02:45:00,0,40.0
data_28,2024-02-26 03:25:00,1,21.0
data_28,2024-02-26 03:46:00,0,7.0
data_28,2024-02-26 03:53:00,1,12.0
data_28,2024-02-26 04:05:00,0,35.0
data_28,2024-02-26 04:40:00,1,7.0
data_28,2024-02-26 04:47:00,0,5.0
data_28,2024-02-26 04:52:00,1,10.0
data_28,2024-02-26 05:02:00,0,9.0
data_28,2024-02-26 05:11:00,1,14.0
data_28,2024-02-26 05:25:00,0,31.0
data_28,2024-02-26 05:56:00,1,795.0
data_28,2024-02-26 19:11:00,0,8.0
data_28,2024-02-26 19:19:00,1,9.0
data_28,2024-02-26 19:28:00,0,6.0
data_28,2024-02-26 19:34:00,1,30.0
data_28,2024-02-26 20:04:00,0,1.0
data_28,2024-02-26 20:05:00,1,5.0
data_28,2024-02-26 20:10:00,0,12.0
data_28,2024-02-26 20:22:00,1,30.0
data_28,2024-02-26 20:52:00,0,2.0
data_28,2024-02-26 20:54:00,1,6.0
data_28,2024-02-26 21:00:00,0,3.0
data_28,2024-02-26 21:03:00,1,34.0
data_28,2024-02-26 21:37:00,0,12.0
data_28,2024-02-26 21:49:00,1,31.0
data_28,2024-02-26 22:20:00,0,17.0
data_28,2024-02-26 22:37:00,1,5.0
data_28,2024-02-26 22:42:00,0,28.0
data_28,2024-02-26 23:10:00,1,7.0
data_28,2024-02-26 23:17:00,0,4.0
data_28,2024-02-26 23:21:00,1,5.0
data_28,2024-02-26 23:26:00,0,3.0
data_28,2024-02-26 23:29:00,1,7.0
data_28,2024-02-26 23:36:00,0,2.0
data_28,2024-02-26 23:38:00,1,16.0
data_28,2024-02-26 23:54:00,0,33.0
data_28,2024-02-27 00:27:00,1,9.0
data_28,2024-02-27 00:36:00,0,15.0
data_28,2024-02-27 00:51:00,1,14.0
data_28,2024-02-27 01:05:00,0,28.0
data_28,2024-02-27 01:33:00,1,10.0
data_28,2024-02-27 01:43:00,0,10.0
data_28,2024-02-27 01:53:00,1,25.0
data_28,2024-02-27 02:18:00,0,12.0
data_28,2024-02-27 02:30:00,1,5.0
data_28,2024-02-27 02:35:00,0,23.0
data_28,2024-02-27 02:58:00,1,31.0
data_28,2024-02-27 03:29:00,0,5.0
data_28,2024-02-27 03:34:00,1,16.0
data_28,2024-02-27 03:50:00,0,24.0
data_28,2024-02-27 04:14:00,1,5.0
data_28,2024-02-27 04:19:00,0,27.0
data_28,2024-02-27 04:46:00,1,905.0
data_28,2024-02-27 19:51:00,0,2.0
data_28,2024-02-27 19:53:00,1,10.0
data_28,2024-02-27 20:03:00,0,2.0
data_28,2024-02-27 20:05:00,1,6.0
data_28,2024-02-27 20:11:00,0,10.0
data_28,2024-02-27 20:21:00,1,40.0
data_28,2024-02-27 21:01:00,0,2.0
data_28,2024-02-27 21:03:00,1,5.0
data_28,2024-02-27 21:08:00,0,8.0
data_28,2024-02-27 21:16:00,1,25.0
data_28,2024-02-27 21:41:00,0,36.0
data_28,2024-02-27 22:17:00,1,5.0
data_28,2024-02-27 22:22:00,0,32.0
data_28,2024-02-27 22:54:00,1,18.0
data_28,2024-02-27 23:12:00,0,11.0
data_28,2024-02-27 23:23:00,1,6.0
data_28,2024-02-27 23:29:00,0,5.0
data_28,2024-02-27 23:34:00,1,5.0
data_29,2024-02-24 00:00:00,1,243.0
data_29,2024-02-24 04:03:00,0,21.0
data_29,2024-02-24 04:24:00,1,110.0
data_29,2024-02-24 06:14:00,0,3.0
data_29,2024-02-24 06:17:00,1,140.0
data_29,2024-02-24 08:37:00,0,8.0
data_29,2024-02-24 08:45:00,1,27.0
data_29,2024-02-24 09:12:00,0,6.0
data_29,2024-02-24 09:18:00,1,29.0
data_29,2024-02-24 09:47:00,0,11.0
data_29,2024-02-24 09:58:00,1,6.0
data_29,2024-02-24 10:04:00,0,1.0
data_29,2024-02-24 10:05:00,1,16.0
data_29,2024-02-24 10:21:00,0,19.0
data_29,2024-02-24 10:40:00,1,6.0
data_29,2024-02-24 10:46:00,0,2.0
data_29,2024-02-24 10:48:00,1,5.0
data_29,2024-02-24 10:53:00,0,77.0
data_29,2024-02-24 12:10:00,1,16.0
data_29,2024-02-24 12:26:00,0,19.0
data_29,2024-02-24 12:45:00,1,10.0
data_29,2024-02-24 12:55:00,0,10.0
data_29,2024-02-24 13:05:00,1,8.0
data_29,2024-02-24 13:13:00,0,5.0
data_29,2024-02-24 13:18:00,1,12.0
data_29,2024-02-24 13:30:00,0,3.0
data_29,2024-02-24 13:33:00,1,7.0
data_29,2024-02-24 13:40:00,0,9.0
data_29,2024-02-24 13:49:00,1,15.0
data_29,2024-02-24 14:04:00,0,12.0
data_29,2024-02-24 14:16:00,1,11.0
data_29,2024-02-24 14:27:00,0,22.0
data_29,2024-02-24 14:49:00,1,18.0
data_29,2024-02-24 15:07:00,0,15.0
data_29,2024-02-24 15:22:00,1,6.0
data_29,2024-02-24 15:28:00,0,34.0
data_29,2024-02-24 16:02:00,1,13.0
data_29,2024-02-24 16:15:00,0,2.0
data_29,2024-02-24 16:17:00,1,13.0
data_29,2024-02-24 16:30:00,0,9.0
data_29,2024-02-24 16:39:00,1,19.0
data_29,2024-02-24 16:58:00,0,5.0
data_29,2024-02-24 17:03:00,1,7.0
data_29,2024-02-24 17:10:00,0,3.0
data_29,2024-02-24 17:13:00,1,8.0
data_29,2024-02-24 17:21:00,0,1.0
data_29,2024-02-24 17:22:00,1,11.0
data_29,2024-02-24 17:33:00,0,1.0
data_29,2024-02-24 17:34:00,1,11.0
data_29,2024-02-24 17:45:00,0,1.0
data_29,2024-02-24 17:46:00,1,52.0
data_29,2024-02-24 18:38:00,0,1.0
data_29,2024-02-24 18:39:00,1,70.0
data_29,2024-02-24 19:49:00,0,2.0
data_29,2024-02-24 19:51:00,1,30.0
data_29,2024-02-24 20:21:00,0,2.0
data_29,2024-02-24 20:23:00,1,5.0
data_29,2024-02-24 20:28:00,0,11.0
data_29,2024-02-24 20:39:00,1,25.0
data_29,2024-02-24 21:04:00,0,7.0
data_29,2024-02-24 21:11:00,1,6.0
data_29,2024-02-24 21:17:00,0,28.0
data_29,2024-02-24 21:45:00,1,5.0
data_29,2024-02-24 21:50:00,0,11.0
data_29,2024-02-24 22:01:00,1,5.0
data_29,2024-02-24 22:06:00,0,1.0
data_29,2024-02-24 22:07:00,1,11.0
data_29,2024-02-24 22:18:00,0,4.0
data_29,2024-02-24 22:22:00,1,26.0
data_29,2024-02-24 22:48:00,0,8.0
data_29,2024-02-24 22:56:00,1,35.0
data_29,2024-02-24 23:31:00,0,4.0
data_29,2024-02-24 23:35:00,1,26.0
data_29,2024-02-25 00:01:00,0,17.0
data_29,2024-02-25 00:18:00,1,10.0
data_29,2024-02-25 00:28:00,0,13.0
data_29,2024-02-25 00:41:00,1,15.0
data_29,2024-02-25 00:56:00,0,12.0
data_29,2024-02-25 01:08:00,1,9.0
data_29,2024-02-25 01:17:00,0,4.0
data_29,2024-02-25 01:21:00,1,6.0
data_29,2024-02-25 01:27:00,0,13.0
data_29,2024-02-25 01:40:00,1,10.0
data_29,2024-02-25 01:50:00,0,21.0
data_29,2024-02-25 02:11:00,1,39.0
data_29,2024-02-25 02:50:00,0,1.0
data_29,2024-02-25 02:51:00,1,16.0
data_29,2024-02-25 03:07:00,0,8.0
data_29,2024-02-25 03:15:00,1,11.0
data_29,2024-02-25 03:26:00,0,20.0
data_29,2024-02-25 03:46:00,1,6.0
data_29,2024-02-25 03:52:00,0,4.0
data_29,2024-02-25 03:56:00,1,7.0
data_29,2024-02-25 04:03:00,0,8.0
data_29,2024-02-25 04:11:00,1,8.0
data_29,2024-02-25 04:19:00,0,6.0
data_29,2024-02-25 04:25:00,1,22.0
data_29,2024-02-25 04:47:00,0,1.0
data_29,2024-02-25 04:48:00,1,45.0
data_29,2024-02-25 05:33:00,0,1.0
data_29,2024-02-25 05:34:00,1,118.0
data_29,2024-02-25 07:32:00,0,1.0
data_29,2024-02-25 07:33:00,1,80.0
data_29,2024-02-25 08:53:00,0,69.0
data_29,2024-02-25 10:02:00,1,16.0
data_29,2024-02-25 10:18:00,0,5.0
data_29,2024-02-25 10:23:00,1,17.0
data_29,2024-02-25 10:40:00,0,1.0
data_29,2024-02-25 10:41:00,1,11.0
data_29,2024-02-25 10:52:00,0,5.0
data_29,2024-02-25 10:57:00,1,6.0
data_29,2024-02-25 11:03:00,0,34.0
data_29,2024-02-25 11:37:00,1,17.0
data_29,2024-02-25 11:54:00,0,19.0
data_29,2024-02-25 12:13:00,1,7.0
data_29,2024-02-25 12:20:00,0,29.0
data_29,2024-02-25 12:49:00,1,15.0
data_29,2024-02-25 13:04:00,0,35.0
data_29,2024-02-25 13:39:00,1,7.0
data_29,2024-02-25 13:46:00,0,21.0
data_29,2024-02-25 14:07:00,1,10.0
data_29,2024-02-25 14:17:00,0,2.0
data_29,2024-02-25 14:19:00,1,5.0
data_29,2024-02-25 14:24:00,0,2.0
data_29,2024-02-25 14:26:00,1,23.0
data_29,2024-02-25 14:49:00,0,9.0
data_29,2024-02-25 14:58:00,1,10.0
data_29,2024-02-25 15:08:00,0,15.0
data_29,2024-02-25 15:23:00,1,63.0
data_29,2024-02-25 16:26:00,0,1.0
data_29,2024-02-25 16:27:00,1,9.0
data_29,2024-02-25 16:36:00,0,3.0
data_29,2024-02-25 16:39:00,1,46.0
data_29,2024-02-25 17:25:00,0,4.0
data_29,2024-02-25 17:29:00,1,9.0
data_29,2024-02-25 17:38:00,0,2.0
data_29,2024-02-25 17:40:00,1,5.0
data_29,2024-02-25 17:45:00,0,2.0
data_29,2024-02-25 17:47:00,1,13.0
data_29,2024-02-25 18:00:00,0,3.0
data_29,2024-02-25 18:03:00,1,13.0
data_29,2024-02-25 18:16:00,0,1.0
data_29,2024-02-25 18:17:00,1,41.0
data_29,2024-02-25 18:58:00,0,1.0
data_29,2024-02-25 18:59:00,1,64.0
data_29,2024-02-25 20:03:00,0,33.0
data_29,2024-02-25 20:36:00,1,5.0
data_29,2024-02-25 20:41:00,0,12.0
data_29,2024-02-25 20:53:00,1,10.0
data_29,2024-02-25 21:03:00,0,17.0
